id,line,block,day,sex,wing,leg,pupa
315-B-1-M-076,315,6,1,M,13.91963361,13.64089586,14.28262545
315-B-1-M-077,315,6,1,M,13.65900925,13.3862468,14.08414463
315-B-1-M-078,315,6,1,M,13.99912544,13.78946003,14.07519594
315-B-1-M-079,315,6,1,M,13.94909432,13.63206053,
315-B-1-M-080,315,6,1,M,14.03978707,13.7179591,14.43352624
315-B-2-F-096,315,6,2,F,13.84864452,13.56969678,14.20318404
315-B-2-F-097,315,6,2,F,13.78254812,13.40060152,14.13048483
315-B-2-F-098,315,6,2,F,13.94239604,13.63645376,14.28494009
315-B-2-F-099,315,6,2,F,13.91348265,,14.24626134
315-B-2-F-100,315,6,2,F,13.80174505,13.50539291,14.1998738
315-B-2-M-091,315,6,2,M,13.73874214,13.36131032,14.22864774
315-B-2-M-092,315,6,2,M,13.76527817,,14.22645811
315-B-2-M-093,315,6,2,M,13.64233564,13.44112897,14.15400082
315-B-2-M-094,315,6,2,M,13.93686144,,14.43324407
315-B-2-M-095,315,6,2,M,13.76813725,13.43948978,
317-A-0-F-6708,317,11,0,F,14.06937185,13.745921,14.47080219
317-A-0-F-6709,317,11,0,F,13.95481674,13.67695402,14.43826934
317-A-0-F-6710,317,11,0,F,14.14581452,13.83568051,14.51873683
317-A-0-F-6711,317,11,0,F,13.98268802,13.70965709,14.42420834
317-A-0-F-6713,317,11,0,F,,13.76514077,14.49889523
317-A-0-F-6715,317,11,0,F,13.94439618,13.60058801,14.39687978
317-A-0-F-6716,317,11,0,F,13.87627446,13.60828891,14.26470776
317-A-0-F-6717,317,11,0,F,13.97290654,13.70073405,14.39197948
317-A-0-M-6712,317,11,0,M,13.97066902,13.85050265,14.47981018
317-A-0-M-6714,317,11,0,M,13.71727085,13.6151995,14.3011619
317-A-1-F-6741,317,11,1,F,13.81845721,13.63255479,
317-A-1-F-6743,317,11,1,F,13.90872673,13.45548778,14.3542108
317-A-1-F-6745,317,11,1,F,13.71640455,,14.08248359
317-A-1-F-6746,317,11,1,F,13.96275056,13.70445871,14.22588886
317-A-1-F-6747,317,11,1,F,13.89616016,13.61774194,14.29550298
317-A-1-F-6749,317,11,1,F,13.7562895,13.57530481,14.26397273
317-A-1-F-6750,317,11,1,F,,13.66908618,14.45662331
317-A-1-F-6754,317,11,1,F,14.14493156,13.83601509,14.52925486
317-A-1-F-6755,317,11,1,F,13.84210283,13.6342716,14.37800288
317-A-1-F-6758,317,11,1,F,13.72939565,13.5530735,14.26360929
317-A-1-F-6759,317,11,1,F,13.950951,13.59661931,14.40439355
317-A-1-F-6761,317,11,1,F,14.00031569,13.68606249,14.40058965
317-A-1-F-6762,317,11,1,F,13.86695054,13.63485507,14.27396039
317-A-1-F-6763,317,11,1,F,13.76112713,13.56321983,14.19354303
317-A-1-F-6765,317,11,1,F,13.96956895,13.71583322,14.16670096
317-A-1-F-6766,317,11,1,F,13.97341219,13.70047118,14.3730243
317-A-1-M-6740,317,11,1,M,13.50522876,13.37618308,13.95950948
317-A-1-M-6742,317,11,1,M,13.48254642,13.43245503,14.1356931
317-A-1-M-6744,317,11,1,M,13.5394126,13.36988685,14.06158438
317-A-1-M-6748,317,11,1,M,13.50277663,13.44083689,13.94008946
317-A-1-M-6751,317,11,1,M,13.70082223,13.58944459,14.29409774
317-A-1-M-6752,317,11,1,M,13.75349429,13.61043001,14.23471834
317-A-1-M-6753,317,11,1,M,13.61275316,13.56920664,14.18480352
317-A-1-M-6756,317,11,1,M,13.69592648,13.60674168,14.17572083
317-A-1-M-6757,317,11,1,M,13.71464559,13.67588286,14.31756824
317-A-1-M-6760,317,11,1,M,13.7361908,13.60058801,14.32201947
317-A-1-M-6764,317,11,1,M,13.81712126,,14.15201077
317-A-2-F-6718,317,11,2,F,13.77019703,13.52436276,14.17809475
317-A-2-F-6719,317,11,2,F,13.7088048,13.45982496,14.1611256
317-A-2-F-6721,317,11,2,F,13.73629039,13.46416252,14.09880331
317-A-2-F-6722,317,11,2,F,13.93110275,13.66346911,14.41207987
317-A-2-F-6723,317,11,2,F,13.62025366,13.51605242,14.13616928
317-A-2-F-6727,317,11,2,F,13.72481586,13.41299251,14.0514843
317-A-2-F-6728,317,11,2,F,13.90755997,13.63263522,14.34273145
317-A-2-F-6729,317,11,2,F,13.89544311,13.69011162,14.36388232
317-A-2-F-6730,317,11,2,F,13.81417096,,14.3202955
317-A-2-F-6732,317,11,2,F,13.76900557,13.53558271,14.0755398
317-A-2-F-6734,317,11,2,F,13.6877298,13.55713175,14.21684629
317-A-2-M-6720,317,11,2,M,13.497077,13.53333274,14.03196533
317-A-2-M-6724,317,11,2,M,13.61732788,13.4112187,14.10981136
317-A-2-M-6725,317,11,2,M,13.75328052,13.6659113,14.31096211
317-A-2-M-6726,317,11,2,M,13.5559784,13.43346822,14.02112412
317-A-2-M-6731,317,11,2,M,13.69110154,13.56405506,14.21000691
317-A-2-M-6733,317,11,2,M,13.53342824,13.40428434,14.02518708
317-A-2-M-6735,317,11,2,M,13.5515842,13.38254847,14.05818174
317-B-0-F-6671,317,11,0,F,13.90805236,13.65594957,14.36121722
317-B-0-F-6674,317,11,0,F,13.98211169,13.61190818,14.34741059
317-B-0-F-6676,317,11,0,F,13.76769322,13.59477405,14.34250621
317-B-0-F-6677,317,11,0,F,13.96464669,13.65338435,14.41337668
317-B-0-F-6678,317,11,0,F,13.98817143,13.62031048,14.35126906
317-B-0-F-6679,317,11,0,F,13.88592895,13.53963295,14.31698865
317-B-0-F-6682,317,11,0,F,13.86099718,13.52487303,14.24922693
317-B-0-F-6683,317,11,0,F,13.88282709,13.63843362,14.35304218
317-B-0-F-6684,317,11,0,F,13.95535771,13.67367891,14.38146787
317-B-0-F-6685,317,11,0,F,13.99245435,13.70487749,14.43548588
317-B-0-F-6687,317,11,0,F,14.00070631,13.72518212,14.28267935
317-B-0-F-6689,317,11,0,F,14.05147872,13.68328138,14.42717222
317-B-0-F-6690,317,11,0,F,13.8829374,13.58064436,14.24682486
317-B-0-F-6691,317,11,0,F,14.09465933,13.77126104,14.46698494
317-B-0-F-6693,317,11,0,F,13.79585872,13.58158364,13.88819906
317-B-0-F-6695,317,11,0,F,14.02416079,13.65835726,14.40521792
317-B-0-F-6697,317,11,0,F,13.77029497,13.57959191,14.21834192
317-B-0-F-6698,317,11,0,F,13.96372192,13.6816641,14.38246706
317-B-0-F-6699,317,11,0,F,13.99027446,13.71049218,14.38338179
317-B-0-F-6701,317,11,0,F,14.08704114,13.7643204,14.58270857
317-B-0-F-6702,317,11,0,F,14.22189258,13.87944372,14.60094196
317-B-0-F-6704,317,11,0,F,14.09685056,13.77342607,14.46559862
317-B-0-M-6670,317,11,0,M,13.71736683,13.5332906,14.19982572
317-B-0-M-6672,317,11,0,M,13.71931073,13.50603179,14.23511004
317-B-0-M-6673,317,11,0,M,13.82951701,13.57032991,14.2045596
317-B-0-M-6675,317,11,0,M,13.66168479,13.51753908,14.22833727
317-B-0-M-6680,317,11,0,M,13.79587065,13.61768674,14.283887
317-B-0-M-6681,317,11,0,M,13.61910947,13.52386092,14.24972574
317-B-0-M-6686,317,11,0,M,13.67738072,13.50338949,14.37707558
317-B-0-M-6688,317,11,0,M,13.94517649,13.72431714,14.42850401
317-B-0-M-6692,317,11,0,M,13.75158891,13.57356685,14.26556176
317-B-0-M-6694,317,11,0,M,13.69712717,13.47715481,14.15031669
317-B-0-M-6696,317,11,0,M,13.91904681,13.74486191,14.47451834
317-B-0-M-6700,317,11,0,M,13.89321947,13.6525752,14.35691798
317-B-0-M-6703,317,11,0,M,13.83316578,13.63435174,14.24283327
317-B-0-M-6705,317,11,0,M,13.65088777,13.49371407,14.07551399
317-B-0-M-6706,317,11,0,M,13.75245914,13.59874173,14.11985062
317-B-0-M-6707,317,11,0,M,13.77853958,13.61520149,14.29108997
317-B-1-F-6768,317,11,1,F,14.05251441,13.70644654,14.46578381
317-B-1-F-6769,317,11,1,F,13.95661247,13.69006031,14.1506567
317-B-1-F-6770,317,11,1,F,,13.74919187,14.34636786
317-B-1-F-6774,317,11,1,F,13.94362493,13.6775286,14.35099479
317-B-1-F-6776,317,11,1,F,13.95441735,13.69894534,14.37894075
317-B-1-F-6777,317,11,1,F,14.02131912,13.65072984,14.37014516
317-B-1-F-6778,317,11,1,F,13.82369597,13.53759323,14.25952969
317-B-1-F-6781,317,11,1,F,14.07357637,13.72089962,14.43280298
317-B-1-F-6782,317,11,1,F,13.91237045,13.51463347,14.29614897
317-B-1-F-7739,317,11,1,F,13.59421268,13.26934424,14.00427848
317-B-1-F-7742,317,11,1,F,13.70913063,13.35504935,13.81700059
317-B-1-M-6767,317,11,1,M,13.80556729,13.66920044,14.13790202
317-B-1-M-6771,317,11,1,M,13.72154509,13.59973893,14.08544189
317-B-1-M-6772,317,11,1,M,13.78528421,13.61039522,14.18670812
317-B-1-M-6773,317,11,1,M,13.83467377,13.64600633,14.29084447
317-B-1-M-6775,317,11,1,M,13.74258378,13.58057036,14.27047944
317-B-1-M-6779,317,11,1,M,13.84448667,13.69455057,14.3328801
317-B-1-M-6780,317,11,1,M,13.89297795,13.73680649,14.42777483
317-B-1-M-6783,317,11,1,M,13.70952329,13.46435514,14.08670851
317-B-1-M-6784,317,11,1,M,13.67267752,13.47878023,14.13112876
317-B-1-M-7737,317,11,1,M,13.34623978,,
317-B-1-M-7738,317,11,1,M,,13.39683374,13.85774852
317-B-1-M-7740,317,11,1,M,13.59063776,13.41067712,13.93153649
317-B-1-M-7741,317,11,1,M,,,14.09416837
317-B-2-F-6736,317,11,2,F,13.79772075,13.51969441,14.15574766
317-B-2-F-6737,317,11,2,F,13.85632327,13.4870493,14.15236931
317-B-2-F-6738,317,11,2,F,13.73168222,13.44109738,14.12686716
317-B-2-M-6739,317,11,2,M,13.36116025,,14.10505691
318-A-0-F-051,318,5,0,F,14.04010506,13.59258883,14.38267192
318-A-0-F-052,318,5,0,F,14.18119896,13.75188846,14.56718798
318-A-0-F-053,318,5,0,F,14.10761509,13.61484355,14.47517642
318-A-0-F-054,318,5,0,F,14.2525202,13.91876474,14.63553784
318-A-0-F-055,318,5,0,F,14.14725377,13.83514388,14.54934874
318-A-0-F-056,318,5,0,F,14.15835317,13.73126529,14.52173505
318-A-0-M-012,318,5,0,M,13.84950997,13.59453193,14.38283348
318-A-0-M-013,318,5,0,M,13.78164659,13.50357253,14.42251287
318-A-0-M-014,318,5,0,M,13.78658914,13.69844877,14.47411051
318-A-0-M-015,318,5,0,M,13.95361635,13.6513374,14.42055391
318-A-0-M-016,318,5,0,M,13.90077775,13.69031072,14.45439505
318-A-0-M-017,318,5,0,M,13.89316025,13.56384209,14.39261362
318-A-0-M-018,318,5,0,M,13.98303399,13.72187779,14.49387185
318-A-0-M-019,318,5,0,M,13.90383183,13.68017627,14.36377445
318-A-0-M-020,318,5,0,M,13.8957957,13.53035452,14.35345139
318-A-1-F-057,318,5,1,F,13.76561954,13.41362051,14.25197311
318-A-1-F-058,318,5,1,F,13.91731416,13.61802938,14.35390396
318-A-1-F-059,318,5,1,F,13.96726122,13.54264531,14.43842466
318-A-1-F-060,318,5,1,F,13.92860082,13.57987566,14.34380616
318-A-1-F-061,318,5,1,F,13.94598779,13.53989764,14.4412034
318-A-1-F-062,318,5,1,F,13.70802813,13.29105613,14.27114763
318-A-1-F-063,318,5,1,F,13.76600997,13.37826374,14.24867878
318-A-1-F-064,318,5,1,F,13.88659511,13.48551645,14.27095857
318-A-1-F-065,318,5,1,F,13.66591343,13.30948768,14.20538574
318-A-1-F-066,318,5,1,F,14.02824492,13.70481577,14.40737495
318-A-1-F-067,318,5,1,F,13.83625,13.50284284,14.38733208
318-A-1-F-068,318,5,1,F,13.80373166,13.51758643,14.28707384
318-A-1-F-069,318,5,1,F,14.16130846,13.62021897,14.60787952
318-A-1-F-070,318,5,1,F,13.8587683,13.45830719,14.28659122
318-A-1-F-071,318,5,1,F,13.87433686,13.53944767,
318-A-1-F-072,318,5,1,F,13.77092691,13.34398969,14.19610443
318-A-1-M-001,318,5,1,M,13.87510689,13.50416899,14.40696377
318-A-1-M-002,318,5,1,M,13.69649986,13.42042347,14.21097266
318-A-1-M-003,318,5,1,M,13.77133806,13.48580726,14.24116647
318-A-1-M-004,318,5,1,M,13.60701384,13.36953143,14.20913287
318-A-1-M-005,318,5,1,M,13.79621193,13.57031296,14.30608206
318-A-1-M-006,318,5,1,M,13.7802919,13.59942122,14.28724112
318-A-1-M-007,318,5,1,M,13.83312943,,14.29343498
318-A-1-M-008,318,5,1,M,13.72887017,13.47542565,14.26033945
318-A-1-M-009,318,5,1,M,13.53942802,13.26159341,14.17472613
318-A-1-M-010,318,5,1,M,13.89380774,13.58928716,14.4419261
318-A-1-M-011,318,5,1,M,13.85985466,13.63260914,14.41957662
318-A-1-M-025,318,5,1,M,13.77249877,13.53852101,14.33606101
318-A-2-F-073,318,5,2,F,13.67959186,,14.13536127
318-A-2-F-074,318,5,2,F,13.78299604,,14.20513615
318-A-2-F-075,318,5,2,F,13.738724,13.16602327,14.22185207
318-A-2-M-021,318,5,2,M,13.55933981,13.2246371,14.05862499
318-A-2-M-022,318,5,2,M,13.51455208,13.12189471,14.11366222
318-A-2-M-023,318,5,2,M,13.51238803,13.32482017,14.06448917
318-A-2-M-024,318,5,2,M,13.59309899,13.22054049,14.12576895
318-B-0-F-076,318,5,0,F,14.0881899,13.80357582,14.52406053
318-B-0-F-077,318,5,0,F,14.20789515,13.84845572,14.65980605
318-B-0-F-078,318,5,0,F,14.23534855,13.90857723,14.67085595
318-B-0-F-079,318,5,0,F,14.23230524,13.78536166,14.66236855
318-B-0-F-080,318,5,0,F,14.24972119,13.87596558,14.69925636
318-B-0-F-081,318,5,0,F,14.23170787,13.83386012,14.68719461
318-B-0-F-082,318,5,0,F,14.17066855,13.86413076,14.69769639
318-B-0-F-083,318,5,0,F,14.15735051,13.81187245,14.57171084
318-B-0-F-084,318,5,0,F,14.16253973,13.78714698,14.57376788
318-B-0-F-085,318,5,0,F,14.23386359,13.83972142,14.73720636
318-B-0-F-086,318,5,0,F,14.22267555,13.78989117,14.69140194
318-B-0-M-026,318,5,0,M,13.93468374,13.77837797,14.52741471
318-B-0-M-027,318,5,0,M,13.86907028,13.67366345,14.42338269
318-B-0-M-028,318,5,0,M,13.9931001,13.81816879,14.53185895
318-B-0-M-029,318,5,0,M,14.00212373,13.86420103,14.58946807
318-B-0-M-030,318,5,0,M,14.03511265,13.92604125,14.62288448
318-B-0-M-031,318,5,0,M,13.93031672,13.77982203,14.53889676
318-B-0-M-032,318,5,0,M,13.98860215,13.85003682,14.63970771
318-B-0-M-033,318,5,0,M,13.97119891,13.81664024,14.54052496
318-B-0-M-034,318,5,0,M,13.89127737,13.67973174,14.44419
318-B-0-M-035,318,5,0,M,14.00253769,13.7402605,14.61058068
318-B-0-M-036,318,5,0,M,13.93253419,13.76113052,14.51564799
318-B-1-F-087,318,5,1,F,14.17415167,13.68487878,14.59049983
318-B-1-F-088,318,5,1,F,14.0392987,13.62111361,14.48642283
318-B-1-F-089,318,5,1,F,14.02651594,,14.42890404
318-B-1-F-090,318,5,1,F,14.1102735,13.81667222,14.53849699
318-B-1-F-091,318,5,1,F,14.0615883,13.65417128,14.40432764
318-B-1-F-092,318,5,1,F,14.01015586,13.63004385,14.41813612
318-B-1-F-093,318,5,1,F,13.99041887,13.61100298,14.45903042
318-B-1-F-094,318,5,1,F,14.01918338,13.66353536,14.49319013
318-B-1-M-037,318,5,1,M,13.88292245,13.70687187,14.44186589
318-B-1-M-038,318,5,1,M,13.69881381,13.40591679,14.23011067
318-B-1-M-039,318,5,1,M,13.86230445,13.55243808,14.34805515
318-B-1-M-040,318,5,1,M,13.71224363,13.57336212,14.2998724
318-B-1-M-041,318,5,1,M,13.94633441,13.70047118,14.43061145
318-B-1-M-042,318,5,1,M,13.75826559,13.55894816,14.27301107
318-B-1-M-043,318,5,1,M,13.84249907,13.55092144,14.36961987
318-B-2-F-095,318,5,2,F,13.6821844,13.31988742,14.1391328
318-B-2-F-096,318,5,2,F,13.78107003,13.2740489,14.25829053
318-B-2-F-097,318,5,2,F,13.72655693,13.28857635,14.11451508
318-B-2-F-098,318,5,2,F,13.67602525,13.28625194,14.18051512
318-B-2-F-099,318,5,2,F,13.59678386,13.20315631,14.07909587
318-B-2-F-100,318,5,2,F,13.76323478,13.28419875,
318-B-2-M-044,318,5,2,M,13.63235401,13.42360609,14.15843997
318-B-2-M-045,318,5,2,M,13.663703,13.27783807,14.1996076
318-B-2-M-046,318,5,2,M,13.45109559,13.45282624,14.12906707
318-B-2-M-047,318,5,2,M,13.6424014,13.23132887,14.1239114
318-B-2-M-048,318,5,2,M,13.5756198,13.42055018,14.12828718
318-B-2-M-049,318,5,2,M,13.6505523,13.30987891,14.17022409
318-B-2-M-050,318,5,2,M,13.6019731,13.35610981,14.13347825
319-A-0-F-051,319,8,0,F,14.32200702,14.20211103,14.77093637
319-A-0-F-052,319,8,0,F,14.3196088,14.06635325,14.6387645
319-A-0-F-053,319,8,0,F,,13.8540057,14.81100551
319-A-0-F-054,319,8,0,F,14.34584465,13.90857723,14.81401878
319-A-0-F-055,319,8,0,F,14.24019839,13.86440011,14.55798042
319-A-0-F-056,319,8,0,F,14.26583749,14.01586356,
319-A-0-F-057,319,8,0,F,14.31486241,13.92262811,14.56318047
319-A-0-F-058,319,8,0,F,14.33120133,14.21138685,14.74319163
319-A-0-F-059,319,8,0,F,14.34435428,13.82863739,14.69451387
319-A-0-M-076,319,8,0,M,13.93417054,13.87322767,
319-A-0-M-077,319,8,0,M,14.13413009,14.10854177,
319-A-1-F-060,319,8,1,F,14.38144917,14.38315382,14.70098167
319-A-1-F-061,319,8,1,F,14.22212767,13.89178543,14.54628623
319-A-1-F-062,319,8,1,F,14.06850413,13.68930867,14.53848117
319-A-1-F-063,319,8,1,F,14.33083465,13.93586737,14.71876203
319-A-1-F-064,319,8,1,F,14.02697254,13.70032648,14.27423992
319-A-1-F-065,319,8,1,F,14.07095323,13.69355278,
319-A-1-F-066,319,8,1,F,14.0694758,13.83403253,14.31804082
319-A-1-F-067,319,8,1,F,14.15063689,13.5854418,14.43658282
319-A-1-F-068,319,8,1,F,14.03504922,13.75684675,14.32995159
319-A-1-M-078,319,8,1,M,14.04348562,13.94438196,
319-A-1-M-079,319,8,1,M,14.17093212,13.72819646,14.54820715
319-A-1-M-080,319,8,1,M,14.03798268,13.74403712,14.4810893
319-A-1-M-081,319,8,1,M,14.08450969,13.87800008,14.5415723
319-A-1-M-082,319,8,1,M,14.01046943,13.93218611,14.51421477
319-A-1-M-083,319,8,1,M,13.98395629,13.65360079,14.33388986
319-A-1-M-084,319,8,1,M,13.96898501,13.6421445,14.4238751
319-A-1-M-085,319,8,1,M,14.02285313,13.82101099,14.43192202
319-A-1-M-086,319,8,1,M,13.98794759,13.67975464,
319-A-1-M-087,319,8,1,M,13.853725,13.48134319,14.30017066
319-A-1-M-088,319,8,1,M,13.94450605,13.60537966,14.2490453
319-A-2-F-069,319,8,2,F,14.16063384,13.83010319,14.45667515
319-A-2-F-070,319,8,2,F,13.99919369,13.62179635,
319-A-2-F-071,319,8,2,F,14.10531937,13.8116304,14.33510537
319-A-2-F-072,319,8,2,F,13.80753625,,14.13349999
319-A-2-F-073,319,8,2,F,14.08284476,13.70718543,
319-A-2-F-074,319,8,2,F,14.10435495,13.78524612,14.36670721
319-A-2-F-075,319,8,2,F,13.99209653,13.64568913,14.24926593
319-A-2-M-089,319,8,2,M,13.75323241,13.58275234,14.12396835
319-A-2-M-090,319,8,2,M,13.65156037,13.39735246,14.06353766
319-A-2-M-091,319,8,2,M,13.95582452,13.66127476,14.30352797
319-A-2-M-092,319,8,2,M,13.88088623,13.47055574,14.15119322
319-A-2-M-093,319,8,2,M,13.84808713,13.7817435,14.13132294
319-A-2-M-094,319,8,2,M,13.88718729,13.54501031,14.29850877
319-A-2-M-095,319,8,2,M,13.70922005,13.4424569,13.94096941
319-A-2-M-096,319,8,2,M,13.76059503,13.77195879,14.13694924
319-A-2-M-097,319,8,2,M,13.91694558,13.79337572,14.25604867
319-A-2-M-098,319,8,2,M,13.85901056,13.56894965,14.21281576
319-A-2-M-099,319,8,2,M,13.70670422,13.50919445,14.06393869
319-A-2-M-100,319,8,2,M,13.92920882,13.83469822,14.27390635
319-B-0-F-026,319,8,0,F,14.14536379,13.91912748,14.31643108
319-B-0-F-027,319,8,0,F,14.1229732,14.03201542,14.40352187
319-B-0-F-028,319,8,0,F,14.22243993,14.02463415,14.56743122
319-B-0-F-029,319,8,0,F,14.32554047,14.04320159,14.60648254
319-B-0-F-030,319,8,0,F,14.22408815,14.11644637,14.55209827
319-B-0-F-031,319,8,0,F,14.13003294,13.90410693,14.45278065
319-B-0-F-032,319,8,0,F,14.3603787,14.09005433,14.63267575
319-B-0-F-033,319,8,0,F,14.3302282,14.08400058,14.6164572
319-B-0-F-034,319,8,0,F,14.06649571,13.95082412,14.33713603
319-B-0-F-035,319,8,0,F,14.35158571,13.99120262,14.65745406
319-B-0-F-036,319,8,0,F,14.36486185,14.07134161,14.64618647
319-B-0-F-037,319,8,0,F,14.34385915,14.05180716,14.5700806
319-B-0-M-001,319,8,0,M,,13.74161114,14.39243384
319-B-0-M-002,319,8,0,M,14.13129673,13.96048302,14.51613404
319-B-0-M-003,319,8,0,M,14.00858575,13.80370277,14.41748721
319-B-0-M-004,319,8,0,M,14.15590225,14.09150611,14.57270063
319-B-0-M-005,319,8,0,M,14.16615405,14.09939317,14.48839
319-B-0-M-006,319,8,0,M,14.20693692,14.06341891,
319-B-0-M-007,319,8,0,M,14.1864905,14.10643839,14.54368637
319-B-0-M-008,319,8,0,M,14.14615729,14.0424929,14.50707017
319-B-0-M-009,319,8,0,M,14.07665023,13.91495288,14.46699522
319-B-0-M-010,319,8,0,M,14.1169402,13.89104218,14.47504362
319-B-1-F-038,319,8,1,F,13.89529816,,14.03872219
319-B-1-F-039,319,8,1,F,14.28982302,13.83903566,14.51764151
319-B-1-F-040,319,8,1,F,14.1193098,13.84452902,14.32929812
319-B-1-M-011,319,8,1,M,13.82026922,13.63123568,14.00430781
319-B-1-M-012,319,8,1,M,14.024599,13.66142123,14.39926053
319-B-1-M-013,319,8,1,M,13.86341843,13.61571452,14.1142844
319-B-1-M-014,319,8,1,M,13.6258812,13.73376011,14.00840306
319-B-2-F-041,319,8,2,F,14.02177241,13.5537174,14.23679689
319-B-2-F-042,319,8,2,F,13.90791379,13.60945985,14.05804789
319-B-2-F-043,319,8,2,F,13.87837831,13.76764041,14.14451068
319-B-2-F-044,319,8,2,F,13.75821952,13.41757744,14.24130786
319-B-2-F-045,319,8,2,F,13.98545837,13.52575009,14.25605963
319-B-2-F-046,319,8,2,F,13.86334979,13.39106822,14.05591686
319-B-2-F-047,319,8,2,F,13.88309444,13.59504315,14.23119007
319-B-2-F-048,319,8,2,F,13.94541626,13.44281646,14.19565821
319-B-2-F-049,319,8,2,F,13.82127094,13.3684408,14.0180987
319-B-2-F-050,319,8,2,F,13.8118875,13.67900876,14.19643299
319-B-2-M-015,319,8,2,M,13.88849983,13.5106119,
319-B-2-M-016,319,8,2,M,13.90725895,13.71765101,
319-B-2-M-017,319,8,2,M,13.79230232,13.64785453,14.15129542
319-B-2-M-018,319,8,2,M,13.74126524,13.50917393,14.08269126
319-B-2-M-019,319,8,2,M,13.70106994,13.634801,14.05617379
319-B-2-M-020,319,8,2,M,13.780687,13.67558452,14.09920616
319-B-2-M-021,319,8,2,M,13.82930695,13.52182473,14.17208576
319-B-2-M-022,319,8,2,M,13.96061127,13.70323105,14.26521823
319-B-2-M-023,319,8,2,M,13.81143727,13.45939484,14.24084967
319-B-2-M-024,319,8,2,M,13.46424581,13.48737006,13.86886733
319-B-2-M-025,319,8,2,M,,13.47528933,14.16021203
320-A-0-F-2038,320,12,0,F,14.25963019,13.78973477,14.6376221
320-A-0-F-2039,320,12,0,F,14.3418,13.92473502,14.48635633
320-A-0-F-2040,320,12,0,F,14.07707681,13.5706828,14.67717685
320-A-0-F-2041,320,12,0,F,14.33797736,13.77521004,14.75621186
320-A-0-F-2044,320,12,0,F,14.24347009,13.89511511,14.66288274
320-A-0-F-2045,320,12,0,F,14.15160987,13.70037161,14.60683526
320-A-0-F-2048,320,12,0,F,14.27159653,13.7197951,14.66682948
320-A-0-F-2049,320,12,0,F,14.23264465,13.89007708,14.70102557
320-A-0-F-2050,320,12,0,F,14.18758846,,14.60892923
320-A-0-F-2051,320,12,0,F,14.23008868,13.86190623,14.69993696
320-A-0-F-2053,320,12,0,F,14.25589612,13.96207468,14.67369979
320-A-0-F-2054,320,12,0,F,14.36037058,13.96234417,14.79386537
320-A-0-F-2057,320,12,0,F,14.28075413,13.95684496,14.67274661
320-A-0-F-2059,320,12,0,F,14.38267833,13.90829466,14.80014532
320-A-0-F-2060,320,12,0,F,14.03969437,13.76209311,14.47801987
320-A-0-F-2062,320,12,0,F,14.30694906,13.91788894,14.70837313
320-A-0-F-2063,320,12,0,F,14.26156275,14.00180807,14.76564233
320-A-0-F-2064,320,12,0,F,14.30850535,13.90731876,14.71667122
320-A-0-F-2065,320,12,0,F,14.30330622,13.8126379,14.76293656
320-A-0-F-2066,320,12,0,F,14.12053414,13.71654112,14.46567954
320-A-0-F-2070,320,12,0,F,13.90709745,13.43929233,14.27032634
320-A-0-F-2071,320,12,0,F,14.31832498,13.9089361,14.72429836
320-A-0-M-2042,320,12,0,M,14.08053513,13.78260006,14.56530597
320-A-0-M-2043,320,12,0,M,14.15823109,13.91414775,14.6617921
320-A-0-M-2046,320,12,0,M,14.04672862,13.86318774,14.60327198
320-A-0-M-2047,320,12,0,M,13.94432409,13.62007232,14.42319028
320-A-0-M-2052,320,12,0,M,14.09550843,13.81042169,14.53721264
320-A-0-M-2055,320,12,0,M,14.21727683,13.86365637,14.66312116
320-A-0-M-2056,320,12,0,M,13.93667011,13.68565662,14.46535511
320-A-0-M-2058,320,12,0,M,13.98005588,13.66197761,14.44246448
320-A-0-M-2061,320,12,0,M,13.99499476,13.73570323,14.50070258
320-A-0-M-2067,320,12,0,M,14.14738797,13.82359619,14.68955832
320-A-0-M-2068,320,12,0,M,13.94264264,13.71736115,14.53275374
320-A-0-M-2069,320,12,0,M,14.0400052,13.82417377,14.48745303
320-B-1-F-383,320,12,1,F,13.5367577,13.24154193,14.42467287
320-B-1-F-385,320,12,1,F,14.13969186,13.81583653,
320-B-1-F-386,320,12,1,F,14.09716752,13.94571853,14.46236997
320-B-1-F-387,320,12,1,F,13.951618,13.53192255,14.40689505
320-B-1-F-388,320,12,1,F,13.81565655,13.52209642,14.25236027
320-B-1-F-389,320,12,1,F,13.99122953,13.72288439,14.35936095
320-B-1-F-390,320,12,1,F,13.93608879,13.61802938,14.37415549
320-B-1-F-396,320,12,1,F,,13.84573305,14.62389067
320-B-1-F-401,320,12,1,F,13.95648915,13.7279006,14.39037461
320-B-1-F-403,320,12,1,F,14.15775468,13.95440036,14.59807167
320-B-1-F-406,320,12,1,F,13.67855594,13.41016503,14.17565782
320-B-1-F-408,320,12,1,F,13.93578826,13.61562877,14.37636849
320-B-1-F-414,320,12,1,F,14.16326251,13.76824605,14.46980492
320-B-1-F-416,320,12,1,F,14.14219866,13.80648301,14.54216201
320-B-1-M-384,320,12,1,M,14.00127369,13.69568313,13.95524988
320-B-1-M-391,320,12,1,M,13.68638635,13.5089921,14.1768313
320-B-1-M-392,320,12,1,M,14.01472447,13.75625557,14.39561517
320-B-1-M-393,320,12,1,M,13.92264959,13.72008985,14.4566545
320-B-1-M-394,320,12,1,M,13.80991372,13.64826206,14.2814121
320-B-1-M-395,320,12,1,M,13.82342714,13.56501236,14.2885023
