"","id","line","block","day","sex","wing","leg","pupa","group","pupa_noblock"
"1","021-A-0-F-085","L21","B6","D0","F",14.23039714,13.93252568,14.70778736,"L21_F_D0",0.310649459085095
"2","021-A-0-F-086","L21","B6","D0","F",13.99866593,13.65442297,14.43094568,"L21_F_D0",0.0338077790827288
"3","021-A-0-F-087","L21","B6","D0","F",13.91894131,13.56493483,14.46734473,"L21_F_D0",0.0702068290826366
"4","021-A-0-F-088","L21","B6","D0","F",13.93391207,13.75648465,14.42147119,"L21_F_D0",0.0243332890829449
"5","021-A-0-F-089","L21","B6","D0","F",14.21065863,13.86338692,14.66176282,"L21_F_D0",0.264624919082958
"6","021-A-0-F-090","L21","B6","D0","F",14.14302854,13.83357077,14.61626464,"L21_F_D0",0.219126739082373
"7","021-A-0-F-091","L21","B6","D0","F",13.92379799,13.77794007,14.5306147,"L21_F_D0",0.13347679908263
"8","021-A-0-F-092","L21","B6","D0","F",13.88298508,13.55149916,14.29691142,"L21_F_D0",-0.100226480917165
"9","021-A-0-F-093","L21","B6","D0","F",13.83490232,13.32502516,14.30700732,"L21_F_D0",-0.0901305809172083
"10","021-A-0-F-095","L21","B6","D0","F",13.81708632,13.33393903,14.31634444,"L21_F_D0",-0.0807934609172045
"11","021-A-0-M-094","L21","B6","D0","M",13.71937712,13.46650209,14.15370864,"L21_M_D0",-0.243429260917205
"12","021-A-0-M-096","L21","B6","D0","M",14.0998651,13.91225262,14.77584625,"L21_M_D0",0.378708349082796
"13","021-A-0-M-097","L21","B6","D0","M",14.10805778,13.77006901,14.59720842,"L21_M_D0",0.200070519082795
"14","021-A-0-M-098","L21","B6","D0","M",13.82593404,13.66543513,14.34609115,"L21_M_D0",-0.051046750917205
"15","021-A-0-M-099","L21","B6","D0","M",14.10675154,13.89305563,14.61103762,"L21_M_D0",0.213899719082795
"16","021-A-0-M-100","L21","B6","D0","M",14.0949989,13.91134155,14.73124967,"L21_M_D0",0.334111769082796
"17","021-A-0-M-101","L21","B6","D0","M",14.07418649,13.96836939,14.70356497,"L21_M_D0",0.306427069082796
"18","021-A-0-M-102","L21","B6","D0","M",14.03897326,13.88277272,14.64542226,"L21_M_D0",0.248284359082796
"19","021-A-1-F-024","L21","B6","D1","F",14.13346089,13.84522867,14.61652291,"L21_F_D1",0.219385009082796
"20","021-A-1-F-026","L21","B6","D1","F",14.26957788,13.97287967,14.76859115,"L21_F_D1",0.371453249082796
"21","021-A-1-F-029","L21","B6","D1","F",14.05383509,13.65773819,14.40740169,"L21_F_D1",0.0102637890827959
"22","021-A-1-F-031","L21","B6","D1","F",14.13415554,NA,14.56621558,"L21_F_D1",0.169077679082795
"23","021-A-1-F-034","L21","B6","D1","F",13.7610794,13.40372121,14.09780307,"L21_F_D1",-0.299334830917205
"24","021-A-1-F-035","L21","B6","D1","F",14.03696949,13.61458174,14.39545949,"L21_F_D1",-0.00167841091720414
"25","021-A-1-F-036","L21","B6","D1","F",14.18696376,13.87616932,14.59872925,"L21_F_D1",0.201591349082795
"26","021-A-1-F-038","L21","B6","D1","F",14.06298217,13.76604158,14.63870472,"L21_F_D1",0.241566819082795
"27","021-A-1-F-039","L21","B6","D1","F",14.20213394,13.90446852,14.66706032,"L21_F_D1",0.269922419082795
"28","021-A-1-F-044","L21","B6","D1","F",14.04433315,13.71269069,14.46910814,"L21_F_D1",0.0719702390827949
"29","021-A-1-F-045","L21","B6","D1","F",14.17040071,13.82203989,14.62537207,"L21_F_D1",0.228234169082795
"30","021-A-1-F-046","L21","B6","D1","F",14.18683478,13.90177129,14.70582165,"L21_F_D1",0.308683749082796
"31","021-A-1-F-047","L21","B6","D1","F",14.12594678,13.76011564,14.49254989,"L21_F_D1",0.0954119890827949
"32","021-A-1-F-050","L21","B6","D1","F",14.15768934,13.93687274,14.63253591,"L21_F_D1",0.235398009082795
"33","021-A-1-F-051","L21","B6","D1","F",13.96086466,13.71709541,14.48455454,"L21_F_D1",0.087416639082795
"34","021-A-1-M-022","L21","B6","D1","M",13.91325232,13.80135136,14.40703247,"L21_M_D1",0.00989456908279626
"35","021-A-1-M-023","L21","B6","D1","M",13.82839717,13.68765938,14.41822715,"L21_M_D1",0.0210892490827954
"36","021-A-1-M-025","L21","B6","D1","M",13.9704712,13.79307276,14.5040995,"L21_M_D1",0.106961599082796
"37","021-A-1-M-027","L21","B6","D1","M",13.86315816,13.64664058,14.41854197,"L21_M_D1",0.0214040690827952
"38","021-A-1-M-028","L21","B6","D1","M",13.8145546,13.63715818,14.26726356,"L21_M_D1",-0.129874340917205
"39","021-A-1-M-032","L21","B6","D1","M",13.90220005,13.71543208,14.4778455,"L21_M_D1",0.0807075990827963
"40","021-A-1-M-033","L21","B6","D1","M",13.8594394,13.68978708,14.40785549,"L21_M_D1",0.0107175890827948
"41","021-A-1-M-037","L21","B6","D1","M",13.93498372,13.80159566,14.58812106,"L21_M_D1",0.190983159082796
"42","021-A-1-M-040","L21","B6","D1","M",13.88806561,13.70597803,14.36230936,"L21_M_D1",-0.0348285409172051
"43","021-A-1-M-041","L21","B6","D1","M",13.99343831,13.82522294,14.57022945,"L21_M_D1",0.173091549082795
"44","021-A-1-M-042","L21","B6","D1","M",13.96255548,13.76904577,14.47959926,"L21_M_D1",0.082461359082796
"45","021-A-1-M-043","L21","B6","D1","M",13.92723081,13.80564667,14.54040229,"L21_M_D1",0.143264389082795
"46","021-A-1-M-048","L21","B6","D1","M",13.98128428,13.78019641,14.40594286,"L21_M_D1",0.00880495908279518
"47","021-B-0-F-001","L21","B6","D0","F",14.17558492,13.74428708,14.55150489,"L21_F_D0",0.154366989082796
"48","021-B-0-F-006","L21","B6","D0","F",14.273976,13.95175848,14.69592059,"L21_F_D0",0.298782689082795
"49","021-B-0-F-008","L21","B6","D0","F",14.02082247,13.71527101,14.39548236,"L21_F_D0",-0.00165554091720369
"50","021-B-0-F-012","L21","B6","D0","F",13.93962285,13.56747945,14.27031833,"L21_F_D0",-0.126819570917204
"51","021-B-0-F-014","L21","B6","D0","F",13.77207588,13.50667909,14.17450169,"L21_F_D0",-0.222636210917205
"52","021-B-0-M-002","L21","B6","D0","M",13.98556721,13.81139012,14.53085445,"L21_M_D0",0.133716549082795
"53","021-B-0-M-003","L21","B6","D0","M",13.91370566,13.66711577,14.50974476,"L21_M_D0",0.112606859082796
"54","021-B-0-M-004","L21","B6","D0","M",13.92631911,13.79127916,14.45950208,"L21_M_D0",0.0623641790827955
"55","021-B-0-M-005","L21","B6","D0","M",14.08009927,13.90012514,14.6591467,"L21_M_D0",0.262008799082796
"56","021-B-0-M-007","L21","B6","D0","M",14.03735807,13.85276345,14.54918176,"L21_M_D0",0.152043859082795
"57","021-B-0-M-009","L21","B6","D0","M",14.07443198,13.85114717,14.59894543,"L21_M_D0",0.201807529082796
"58","021-B-0-M-010","L21","B6","D0","M",13.93414656,13.88658652,14.75484496,"L21_M_D0",0.357707059082795
"59","021-B-0-M-013","L21","B6","D0","M",13.78089851,13.48991803,14.35620653,"L21_M_D0",-0.0409313709172048
"60","021-B-0-M-015","L21","B6","D0","M",13.66733509,13.40161473,14.1981851,"L21_M_D0",-0.198952800917205
"61","021-B-1-F-053","L21","B6","D1","F",14.0286967,13.73619979,14.45352011,"L21_F_D1",0.056382209082795
"62","021-B-1-F-054","L21","B6","D1","F",14.06816942,13.74138056,14.50784724,"L21_F_D1",0.110709339082796
"63","021-B-1-F-055","L21","B6","D1","F",14.02097963,13.72603187,14.44800503,"L21_F_D1",0.0508671290827947
"64","021-B-1-F-057","L21","B6","D1","F",14.03810996,13.72206159,14.50753887,"L21_F_D1",0.110400969082795
"65","021-B-1-F-058","L21","B6","D1","F",13.83704991,13.5747619,14.28396753,"L21_F_D1",-0.113170370917204
"66","021-B-1-F-059","L21","B6","D1","F",14.03956729,13.69638461,14.46252782,"L21_F_D1",0.0653899190827955
"67","021-B-1-F-060","L21","B6","D1","F",13.93258045,13.67660032,14.42841857,"L21_F_D1",0.0312806690827953
"68","021-B-1-F-063","L21","B6","D1","F",13.67354207,13.34865025,14.10232591,"L21_F_D1",-0.294811990917205
"69","021-B-1-F-064","L21","B6","D1","F",14.02878558,13.75563393,14.48097557,"L21_F_D1",0.0838376690827955
"70","021-B-1-F-065","L21","B6","D1","F",13.97081543,13.62888271,14.44271393,"L21_F_D1",0.0455760290827955
"71","021-B-1-F-066","L21","B6","D1","F",14.1104068,13.81739567,14.53395925,"L21_F_D1",0.136821349082796
"72","021-B-1-F-067","L21","B6","D1","F",13.81765027,13.44415893,14.17294569,"L21_F_D1",-0.224192210917204
"73","021-B-1-F-068","L21","B6","D1","F",14.0105838,13.65872329,14.42022616,"L21_F_D1",0.0230882590827959
"74","021-B-1-F-069","L21","B6","D1","F",13.95366425,13.57709916,14.37026322,"L21_F_D1",-0.0268746809172045
"75","021-B-1-F-070","L21","B6","D1","F",14.00180588,13.68982499,14.49460092,"L21_F_D1",0.0974630190827954
"76","021-B-1-F-072","L21","B6","D1","F",14.07328817,13.84043461,14.54250567,"L21_F_D1",0.145367769082796
"77","021-B-1-M-073","L21","B6","D1","M",13.73057513,13.48517416,14.25218254,"L21_M_D1",-0.144955360917205
"78","021-B-1-M-074","L21","B6","D1","M",13.78614797,13.57276494,14.33025681,"L21_M_D1",-0.0668810909172046
"79","021-B-1-M-075","L21","B6","D1","M",13.77145522,13.5144526,14.27997488,"L21_M_D1",-0.117163020917205
"80","021-B-1-M-076","L21","B6","D1","M",13.74684653,13.48067202,14.24264564,"L21_M_D1",-0.154492260917205
"81","021-B-1-M-077","L21","B6","D1","M",13.6689737,13.44958127,14.28217601,"L21_M_D1",-0.114961890917204
"82","021-B-1-M-078","L21","B6","D1","M",13.73614728,13.5135294,14.21506461,"L21_M_D1",-0.182073290917204
"83","021-B-1-M-079","L21","B6","D1","M",13.77567703,13.58982412,14.35351683,"L21_M_D1",-0.0436210709172043
"84","021-B-1-M-080","L21","B6","D1","M",13.85878937,13.63991089,14.36534883,"L21_M_D1",-0.0317890709172042
"85","021-B-1-M-081","L21","B6","D1","M",13.90790285,13.7246399,14.44266666,"L21_M_D1",0.0455287590827959
"86","021-B-1-M-082","L21","B6","D1","M",13.80809785,13.50405705,14.34176038,"L21_M_D1",-0.0553775209172043
"87","021-B-1-M-083","L21","B6","D1","M",13.79129973,13.5712876,14.31740012,"L21_M_D1",-0.0797377809172042
"88","021-B-1-M-084","L21","B6","D1","M",13.74461588,13.4913725,14.20102747,"L21_M_D1",-0.196110430917205
"89","026-A-0-F-1196","L26","B13","D0","F",14.19299449,13.78496833,14.58588633,"L26_F_D0",0.115202625249999
"90","026-A-0-F-1198","L26","B13","D0","F",NA,13.86669985,14.7213558,"L26_F_D0",0.25067209525
"91","026-A-0-F-1203","L26","B13","D0","F",NA,13.85446473,14.68781853,"L26_F_D0",0.217134825249999
"92","026-A-0-F-1205","L26","B13","D0","F",14.21921679,NA,14.72252132,"L26_F_D0",0.25183761525
"93","026-A-0-F-1206","L26","B13","D0","F",14.14816193,13.76499822,14.71164363,"L26_F_D0",0.240959925249999
"94","026-A-0-F-1207","L26","B13","D0","F",14.1035958,13.75282084,14.64067048,"L26_F_D0",0.169986775250001
"95","026-A-0-F-1210","L26","B13","D0","F",14.20393327,13.89659831,14.75455621,"L26_F_D0",0.283872505250001
"96","026-A-0-F-1211","L26","B13","D0","F",14.2285251,13.76772829,14.81795041,"L26_F_D0",0.34726670525
"97","026-A-0-F-1212","L26","B13","D0","F",NA,13.71949128,14.73786226,"L26_F_D0",0.26717855525
"98","026-A-0-F-1213","L26","B13","D0","F",14.21132525,13.86871263,14.75737907,"L26_F_D0",0.286695365250001
"99","026-A-0-F-1216","L26","B13","D0","F",14.16733857,13.71220826,14.48409013,"L26_F_D0",0.0134064252500002
"100","026-A-0-F-1217","L26","B13","D0","F",14.01064221,13.89276317,14.57481997,"L26_F_D0",0.10413626525
"101","026-A-0-F-1218","L26","B13","D0","F",14.00899129,13.6447148,14.60191814,"L26_F_D0",0.13123443525
"102","026-A-0-F-1219","L26","B13","D0","F",13.96340456,13.63706218,14.53723976,"L26_F_D0",0.0665560552500003
"103","026-A-0-M-1194","L26","B13","D0","M",NA,13.71649867,14.61280184,"L26_M_D0",0.142118135249999
"104","026-A-0-M-1195","L26","B13","D0","M",13.75433257,13.7761104,14.48251092,"L26_M_D0",0.0118272152499993
"105","026-A-0-M-1197","L26","B13","D0","M",13.98141136,13.81704997,14.56101585,"L26_M_D0",0.0903321452500005
"106","026-A-0-M-1199","L26","B13","D0","M",13.7612155,13.71063339,14.52680253,"L26_M_D0",0.0561188252499994
"107","026-A-0-M-1202","L26","B13","D0","M",13.93580422,13.75287264,14.59149101,"L26_M_D0",0.12080730525
"108","026-A-0-M-1204","L26","B13","D0","M",13.88273079,13.64899972,14.56788179,"L26_M_D0",0.0971980852499995
"109","026-A-0-M-1208","L26","B13","D0","M",13.86849098,13.69295705,14.50343483,"L26_M_D0",0.0327511252499998
"110","026-A-0-M-1209","L26","B13","D0","M",13.89609373,13.58455664,14.60027334,"L26_M_D0",0.129589635249999
"111","026-A-0-M-1214","L26","B13","D0","M",13.95753082,13.70243123,14.62263101,"L26_M_D0",0.151947305249999
"112","026-A-0-M-1215","L26","B13","D0","M",13.98644587,13.83296418,14.61452254,"L26_M_D0",0.143838835249999
"113","026-A-1-M-1585","L26","B13","D1","M",13.79088472,13.69871975,14.54864709,"L26_M_D1",0.0779633852499994
"114","026-A-1-M-1586","L26","B13","D1","M",13.95007467,13.62669205,14.67001907,"L26_M_D1",0.19933536525
"115","026-B-0-F-1191","L26","B13","D0","F",14.00604744,13.8443102,14.62393828,"L26_F_D0",0.153254575250001
"116","026-B-0-F-1192","L26","B13","D0","F",14.24193318,13.86502261,14.70712253,"L26_F_D0",0.236438825249999
"117","026-B-0-F-1193","L26","B13","D0","F",14.21772506,NA,14.75773397,"L26_F_D0",0.28705026525
"118","026-B-0-F-562","L26","B13","D0","F",14.26478073,13.83263504,14.70610377,"L26_F_D0",0.23542006525
"119","026-B-0-F-564","L26","B13","D0","F",14.30578545,13.91649751,14.74138786,"L26_F_D0",0.27070415525
"120","026-B-0-F-566","L26","B13","D0","F",14.16494767,13.81814282,14.72387714,"L26_F_D0",0.253193435250001
"121","026-B-0-F-568","L26","B13","D0","F",14.19161208,13.80017431,14.65323324,"L26_F_D0",0.182549535250001
"122","026-B-0-F-570","L26","B13","D0","F",14.14626002,13.79241532,14.64537886,"L26_F_D0",0.174695155249999
"123","026-B-0-F-571","L26","B13","D0","F",14.1931597,13.79706637,14.70597738,"L26_F_D0",0.23529367525
"124","026-B-0-F-572","L26","B13","D0","F",14.24812899,13.85196431,14.72094443,"L26_F_D0",0.250260725249999
"125","026-B-0-F-576","L26","B13","D0","F",14.17311017,13.90882539,14.6276894,"L26_F_D0",0.15700569525
"126","026-B-0-F-578","L26","B13","D0","F",14.22740164,13.74977294,14.71311521,"L26_F_D0",0.24243150525
"127","026-B-0-F-582","L26","B13","D0","F",14.3002353,13.86696691,14.73919213,"L26_F_D0",0.268508425249999
"128","026-B-0-F-583","L26","B13","D0","F",13.93854556,13.57432535,14.42864543,"L26_F_D0",-0.0420382747500004
"129","026-B-0-F-584","L26","B13","D0","F",14.26022651,13.76336873,14.74913914,"L26_F_D0",0.27845543525
"130","026-B-0-F-585","L26","B13","D0","F",14.30276823,13.88275532,14.7691643,"L26_F_D0",0.29848059525
"131","026-B-0-F-586","L26","B13","D0","F",14.16089652,13.89752955,14.5872889,"L26_F_D0",0.116605195250001
"132","026-B-0-F-589","L26","B13","D0","F",14.22804661,13.9065717,14.76965944,"L26_F_D0",0.29897573525
"133","026-B-0-F-591","L26","B13","D0","F",14.2117896,13.92839031,14.66203757,"L26_F_D0",0.191353865250001
"134","026-B-0-F-593","L26","B13","D0","F",14.27619528,13.81931693,14.70165409,"L26_F_D0",0.23097038525
"135","026-B-0-F-594","L26","B13","D0","F",14.14084312,13.87040623,14.56874264,"L26_F_D0",0.09805893525
"136","026-B-0-M-561","L26","B13","D0","M",13.9376335,13.64699723,14.58502771,"L26_M_D0",0.11434400525
"137","026-B-0-M-563","L26","B13","D0","M",14.00705941,13.72640329,14.58651819,"L26_M_D0",0.11583448525
"138","026-B-0-M-565","L26","B13","D0","M",13.91712808,13.68037378,14.47402642,"L26_M_D0",0.00334271524999951
"139","026-B-0-M-567","L26","B13","D0","M",14.04154433,13.78670105,14.56036766,"L26_M_D0",0.0896839552500007
"140","026-B-0-M-569","L26","B13","D0","M",13.96624254,13.68212702,14.50702133,"L26_M_D0",0.0363376252500006
"141","026-B-0-M-573","L26","B13","D0","M",14.10021871,13.80878546,14.66192846,"L26_M_D0",0.19124475525
"142","026-B-0-M-575","L26","B13","D0","M",13.90190383,13.74918463,14.44006692,"L26_M_D0",-0.0306167847500004
"143","026-B-0-M-577","L26","B13","D0","M",14.07489423,13.89226858,14.5954638,"L26_M_D0",0.124780095249999
"144","026-B-0-M-579","L26","B13","D0","M",13.99971451,13.84844588,14.51730435,"L26_M_D0",0.0466206452499999
"145","026-B-0-M-580","L26","B13","D0","M",14.0440722,13.76616827,14.58040896,"L26_M_D0",0.10972525525
"146","026-B-0-M-581","L26","B13","D0","M",14.04722289,13.80440357,14.59684382,"L26_M_D0",0.12616011525
"147","026-B-0-M-587","L26","B13","D0","M",13.99661387,13.65583173,14.52287351,"L26_M_D0",0.0521898052500002
"148","026-B-0-M-588","L26","B13","D0","M",13.93634316,13.67422459,14.5306998,"L26_M_D0",0.0600160952500007
"149","026-B-0-M-590","L26","B13","D0","M",14.06860817,13.77247423,14.61651076,"L26_M_D0",0.145827055250001
"150","026-B-0-M-592","L26","B13","D0","M",13.87966307,13.67014916,14.41893899,"L26_M_D0",-0.0517447147500009
"151","026-B-0-M-595","L26","B13","D0","M",13.99466878,13.73781995,14.67478721,"L26_M_D0",0.20410350525
"152","026-B-1-F-1278","L26","B13","D1","F",13.93615882,13.40641304,14.48314634,"L26_F_D1",0.0124626352499993
"153","026-B-1-F-1282","L26","B13","D1","F",13.92043078,13.22080439,14.44870817,"L26_F_D1",-0.0219755347500003
"154","026-B-1-F-1284","L26","B13","D1","F",13.74281954,13.41912325,14.23145561,"L26_F_D1",-0.239228094750001
"155","026-B-1-F-1288","L26","B13","D1","F",13.83701566,13.29176857,14.25031097,"L26_F_D1",-0.220372734750001
"156","026-B-1-F-1289","L26","B13","D1","F",13.87823932,13.48515552,14.30399994,"L26_F_D1",-0.166683764749999
"157","026-B-1-F-1290","L26","B13","D1","F",13.8958483,13.21798839,14.42720853,"L26_F_D1",-0.0434751747500003
"158","026-B-1-F-1291","L26","B13","D1","F",13.82809504,NA,14.04811602,"L26_F_D1",-0.42256768475
"159","026-B-1-F-1292","L26","B13","D1","F",13.99289997,13.27789826,14.43476898,"L26_F_D1",-0.0359147247500006
"160","026-B-1-F-1295","L26","B13","D1","F",14.08461742,13.5678634,14.4854031,"L26_F_D1",0.0147193952499992
"161","026-B-1-F-1296","L26","B13","D1","F",13.66637392,13.27311951,14.17297611,"L26_F_D1",-0.29770759475
"162","026-B-1-F-1297","L26","B13","D1","F",13.89046681,13.43930223,14.33733138,"L26_F_D1",-0.13335232475
"163","026-B-1-F-1299","L26","B13","D1","F",13.99323155,13.6735941,14.46083844,"L26_F_D1",-0.00984526475000015
"164","026-B-1-F-1301","L26","B13","D1","F",NA,13.44788578,14.26896627,"L26_F_D1",-0.20171743475
"165","026-B-1-F-1303","L26","B13","D1","F",13.7928931,13.47292298,14.25232849,"L26_F_D1",-0.21835521475
"166","026-B-1-F-1305","L26","B13","D1","F",14.1550075,13.660126,14.60360286,"L26_F_D1",0.132919155250001
"167","026-B-1-F-1307","L26","B13","D1","F",13.92583653,13.54706124,14.30101361,"L26_F_D1",-0.16967009475
"168","026-B-1-F-1549","L26","B13","D1","F",13.90478529,13.37126841,14.29650078,"L26_F_D1",-0.174182924749999
"169","026-B-1-F-1551","L26","B13","D1","F",14.04615471,13.54142425,14.56294206,"L26_F_D1",0.0922583552499993
"170","026-B-1-F-1555","L26","B13","D1","F",NA,13.63978315,14.48220509,"L26_F_D1",0.0115213852500008
"171","026-B-1-F-1557","L26","B13","D1","F",13.77995561,13.37177458,14.2708319,"L26_F_D1",-0.199851804750001
"172","026-B-1-F-1561","L26","B13","D1","F",14.02399194,13.64305163,14.55812754,"L26_F_D1",0.0874438352499992
"173","026-B-1-F-1562","L26","B13","D1","F",13.87968745,13.47187331,14.39600728,"L26_F_D1",-0.0746764247500008
"174","026-B-1-F-1564","L26","B13","D1","F",13.91430829,13.42929569,14.43480141,"L26_F_D1",-0.0358822947499996
"175","026-B-1-F-1565","L26","B13","D1","F",13.85727994,13.39047712,14.38638578,"L26_F_D1",-0.0842979247500005
"176","026-B-1-F-1566","L26","B13","D1","F",13.85316081,13.3424731,14.24563689,"L26_F_D1",-0.22504681475
"177","026-B-1-F-1567","L26","B13","D1","F",13.75805293,13.39407245,14.33238517,"L26_F_D1",-0.13829853475
"178","026-B-1-F-1568","L26","B13","D1","F",13.81455961,13.48720273,14.33317933,"L26_F_D1",-0.13750437475
"179","026-B-1-F-1569","L26","B13","D1","F",13.79268421,13.54839566,14.34616312,"L26_F_D1",-0.12452058475
"180","026-B-1-F-1570","L26","B13","D1","F",13.8442224,13.25806933,14.330259,"L26_F_D1",-0.14042470475
"181","026-B-1-F-1572","L26","B13","D1","F",13.85701808,13.48200208,14.39764305,"L26_F_D1",-0.0730406547500008
"182","026-B-1-F-1576","L26","B13","D1","F",13.73389999,13.39086371,14.27443432,"L26_F_D1",-0.196249384750001
"183","026-B-1-F-1577","L26","B13","D1","F",13.98910414,13.53370327,14.45306996,"L26_F_D1",-0.0176137447499994
"184","026-B-1-F-1583","L26","B13","D1","F",14.00369655,13.51747152,14.48967629,"L26_F_D1",0.0189925852500002
"185","026-B-1-M-1277","L26","B13","D1","M",13.76740523,13.50170978,14.32735018,"L26_M_D1",-0.14333352475
"186","026-B-1-M-1281","L26","B13","D1","M",13.64627406,13.56620482,14.21325932,"L26_M_D1",-0.257424384749999
"187","026-B-1-M-1283","L26","B13","D1","M",13.61469634,13.5443959,13.89039404,"L26_M_D1",-0.58028966475
"188","026-B-1-M-1285","L26","B13","D1","M",13.77913491,13.36572064,14.28690813,"L26_M_D1",-0.18377557475
"189","026-B-1-M-1298","L26","B13","D1","M",13.89576155,13.67562098,14.43817597,"L26_M_D1",-0.0325077347500003
"190","026-B-1-M-1302","L26","B13","D1","M",13.7399016,13.48108364,14.28181044,"L26_M_D1",-0.188873264750001
"191","026-B-1-M-1304","L26","B13","D1","M",13.75072155,13.44493513,14.26716533,"L26_M_D1",-0.203518374750001
"192","026-B-1-M-1306","L26","B13","D1","M",13.76965571,13.39711605,14.11802199,"L26_M_D1",-0.352661714749999
"193","026-B-1-M-1308","L26","B13","D1","M",13.70696531,13.44319764,14.23018291,"L26_M_D1",-0.24050079475
"194","026-B-1-M-1548","L26","B13","D1","M",13.70409966,13.41554976,14.06856824,"L26_M_D1",-0.402115464750001
"195","026-B-1-M-1550","L26","B13","D1","M",13.843471,13.49551317,14.1177004,"L26_M_D1",-0.35298330475
"196","026-B-1-M-1552","L26","B13","D1","M",13.65776176,13.35828786,14.17815065,"L26_M_D1",-0.292533054750001
"197","026-B-1-M-1553","L26","B13","D1","M",13.78669762,NA,14.39371571,"L26_M_D1",-0.0769679947499996
"198","026-B-1-M-1554","L26","B13","D1","M",13.78882946,13.43691513,14.39907075,"L26_M_D1",-0.0716129547500001
"199","026-B-1-M-1556","L26","B13","D1","M",13.64502041,13.45419867,14.18029108,"L26_M_D1",-0.29039262475
"200","026-B-1-M-1558","L26","B13","D1","M",13.75228456,13.43914122,14.33838754,"L26_M_D1",-0.132296164750001
"201","026-B-1-M-1559","L26","B13","D1","M",13.72009542,13.38950131,14.30148725,"L26_M_D1",-0.169196454750001
"202","026-B-1-M-1560","L26","B13","D1","M",13.791874,13.43554071,14.33789136,"L26_M_D1",-0.13279234475
"203","026-B-1-M-1563","L26","B13","D1","M",13.69259756,NA,14.2415706,"L26_M_D1",-0.229113104750001
"204","026-B-1-M-1571","L26","B13","D1","M",13.7099698,13.31823499,14.12514465,"L26_M_D1",-0.345539054750001
"205","026-B-1-M-1578","L26","B13","D1","M",13.73410699,13.3315957,14.23135403,"L26_M_D1",-0.23932967475
"206","026-B-1-M-1579","L26","B13","D1","M",13.64089595,13.26835849,14.19674418,"L26_M_D1",-0.27393952475
"207","026-B-1-M-1580","L26","B13","D1","M",13.70186907,13.39734236,14.25299001,"L26_M_D1",-0.21769369475
"208","026-B-1-M-1581","L26","B13","D1","M",13.72565664,13.39447043,14.30382331,"L26_M_D1",-0.16686039475
"209","026-B-1-M-1582","L26","B13","D1","M",13.73126162,13.44494476,13.99835246,"L26_M_D1",-0.47233124475
"210","026-B-1-M-1587","L26","B13","D1","M",13.87845531,13.54135154,14.40272042,"L26_M_D1",-0.0679632847500003
"211","026-B-1-M-1588","L26","B13","D1","M",13.94330993,13.53616028,14.31979431,"L26_M_D1",-0.150889394749999
"212","026-B-1-M-1589","L26","B13","D1","M",13.99715522,13.68363647,14.56445946,"L26_M_D1",0.0937757552500002
"213","026-B-1-M-1590","L26","B13","D1","M",13.66293124,13.4017665,14.21564907,"L26_M_D1",-0.25503463475
"214","026-B-1-M-1591","L26","B13","D1","M",13.8870188,13.53062159,14.39788239,"L26_M_D1",-0.0728013147500005
"215","026-B-1-M-1592","L26","B13","D1","M",14.0215991,13.83881822,14.58987215,"L26_M_D1",0.11918844525
"216","026-B-1-M-1593","L26","B13","D1","M",13.98542041,13.64123652,14.50478937,"L26_M_D1",0.0341056652499993
"217","026-B-1-M-1594","L26","B13","D1","M",14.02886717,13.63542634,14.5862147,"L26_M_D1",0.115530995249999
"218","026-B-1-M-1595","L26","B13","D1","M",13.70993446,13.36421594,14.22467575,"L26_M_D1",-0.246007954750001
"219","026-B-1-M-1596","L26","B13","D1","M",13.99085701,13.67353999,14.50900411,"L26_M_D1",0.0383204052499994
"220","026-B-1-M-1597","L26","B13","D1","M",14.04698491,13.72405881,14.33876843,"L26_M_D1",-0.13191527475
"221","026-B-1-M-1598","L26","B13","D1","M",14.03535347,13.715099,14.37119029,"L26_M_D1",-0.0994934147500005
"222","026-B-1-M-1599","L26","B13","D1","M",13.91697991,13.69873672,14.51874345,"L26_M_D1",0.0480597452500006
"223","026-B-1-M-1600","L26","B13","D1","M",13.65985625,13.36620067,14.2073684,"L26_M_D1",-0.26331530475
"224","026-B-1-M-1601","L26","B13","D1","M",13.93872946,13.66710027,14.52903187,"L26_M_D1",0.0583481652500007
"225","026-B-1-M-1602","L26","B13","D1","M",14.0131607,13.34190092,14.4343833,"L26_M_D1",-0.0363004047499996
"226","026-B-1-M-1603","L26","B13","D1","M",13.80471843,NA,14.37601366,"L26_M_D1",-0.0946700447500001
"227","028-A-0-F-2353","L28","B13","D0","F",14.09035964,NA,14.67497166,"L28_F_D0",0.204287955250001
"228","028-A-0-F-2354","L28","B13","D0","F",14.13286987,13.75045901,14.66698722,"L28_F_D0",0.196303515249999
"229","028-A-0-F-2355","L28","B13","D0","F",13.90141849,13.66103063,14.63498035,"L28_F_D0",0.164296645249999
"230","028-A-0-F-2357","L28","B13","D0","F",14.19051165,NA,14.74917621,"L28_F_D0",0.27849250525
"231","028-A-0-F-2358","L28","B13","D0","F",14.23527231,13.80918978,14.78897086,"L28_F_D0",0.318287155249999
"232","028-A-0-F-2360","L28","B13","D0","F",14.06656262,13.68157022,14.49580318,"L28_F_D0",0.0251194752499993
"233","028-A-0-F-2362","L28","B13","D0","F",14.04910174,13.75004636,14.56664731,"L28_F_D0",0.0959636052500005
